alt press den temp eddy H2Oaer SO2aer H2Saer CO2aer S8aer S2aer HClaer H2SO4aer C2H2aer C2H4aer C2H6aer CH4aer HCaer1 H H2 H2O OH O O2 CO CO2 HCO H2CO C CH CH2 CH3 CH4 S S2 S3 S4 S8 H2S HS SO SO2 CS CS2 OCS C2 C2H C2H2 C2H4 HO2 H2O2 O3 SO3 H2SO4 HCl Cl Cl2 HOCl ClO C2H6 CH3OH CH2CO CH3CHO C3H4 C3H6 C4H2 C4H4 OClO HCS C2H3 C2H5 1CH2 HCCO HSO CH3O H2COH C4H C2H2OH CH3CO CH2CHO C2H3OH C2H4OH CH3O2 HSO3 HS4 C4H3 O1D H2Oaer_r SO2aer_r H2Saer_r CO2aer_r S8aer_r S2aer_r HClaer_r H2SO4aer_r C2H2aer_r C2H4aer_r C2H6aer_r CH4aer_r HCaer1_r
2.17500000E+01 5.91993000E-02 2.45844000E+18 1.74411207E+02 1.00000000E+05 1.26603000E+01 3.81710000E+03 1.68092000E-40 1.50065000E+00 9.03832000E-21 5.05761000E-17 1.69989000E-40 1.26996000E-06 1.33857000E-39 1.33857000E-39 1.33857000E-39 1.33857000E-39 1.34075000E-39 5.81935000E-21 3.71068000E-06 1.59990000E-07 1.96803000E-23 6.14749000E-19 5.06782000E-07 1.27867000E-06 9.93319000E-01 1.47334000E-25 1.03912000E-20 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.63295000E-37 1.77909000E-26 5.78592000E-19 1.32598000E-21 7.90637000E-32 6.67115000E-33 1.95745000E-22 1.42219000E-09 1.15815000E-13 6.70084000E-11 6.67508000E-03 1.46676000E-34 4.92778000E-32 4.56678000E-11 1.07596000E-40 1.00000000E-40 3.12829000E-33 6.25722000E-32 2.82993000E-16 6.63807000E-12 5.84299000E-17 3.07094000E-17 2.95239000E-15 6.05969000E-08 4.07881000E-18 2.36356000E-27 2.51993000E-27 2.95253000E-09 5.33830000E-36 1.18104000E-25 2.86993000E-29 1.41750000E-32 1.57211000E-38 1.63661000E-40 1.36911000E-31 4.90336000E-33 2.91543000E-16 8.69662000E-36 1.00000000E-40 1.05099000E-34 1.00000000E-40 1.00000000E-40 7.61837000E-12 1.13879000E-34 2.12789000E-28 1.00000000E-40 1.00000000E-40 1.32709000E-34 1.23150000E-35 6.80509000E-31 3.29678000E-38 2.23430000E-28 1.90024000E-18 5.04950000E-23 4.55609000E-35 4.86945000E-34 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.22500000E+01 5.33652000E-02 2.22622000E+18 1.73623347E+02 1.00000000E+05 1.49174000E+01 4.49652000E+03 1.80155000E-40 2.45606000E+00 1.38819000E-20 4.97499000E-17 1.82639000E-40 1.54694000E-06 1.71937000E-39 1.71937000E-39 1.71937000E-39 1.71937000E-39 1.72224000E-39 6.09604000E-21 4.03799000E-06 1.50994000E-07 2.87584000E-23 7.53207000E-19 5.62143000E-07 1.40600000E-06 9.93414000E-01 1.43629000E-25 9.24681000E-21 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.88514000E-37 1.86209000E-26 5.53900000E-19 1.11064000E-21 5.21513000E-32 5.60824000E-33 1.91072000E-22 1.46042000E-09 1.12806000E-13 7.13925000E-11 6.57931000E-03 1.64794000E-34 5.15436000E-32 4.68676000E-11 1.11071000E-40 1.00000000E-40 3.30543000E-33 6.71971000E-32 3.74862000E-16 6.86363000E-12 6.58738000E-17 3.57921000E-17 2.94089000E-15 6.37172000E-08 4.21223000E-18 1.94215000E-27 2.55754000E-27 3.16325000E-09 5.60642000E-36 1.23590000E-25 3.05508000E-29 1.40858000E-32 1.82435000E-38 1.70830000E-40 1.43702000E-31 5.12290000E-33 2.61948000E-16 9.20408000E-36 1.00000000E-40 1.09519000E-34 1.00000000E-40 1.00000000E-40 8.84597000E-12 1.34504000E-34 2.21949000E-28 1.00000000E-40 1.00000000E-40 1.44295000E-34 1.28392000E-35 7.54865000E-31 3.58046000E-38 2.33074000E-28 2.44214000E-18 5.29017000E-23 4.82041000E-35 7.04664000E-34 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.27500000E+01 4.78480000E-02 2.00789000E+18 1.72600303E+02 1.00000000E+05 1.77529000E+01 5.12326000E+03 1.94251000E-40 3.85839000E+00 1.84369000E-20 4.96391000E-17 1.97555000E-40 1.78921000E-06 2.28171000E-39 2.28171000E-39 2.28171000E-39 2.28171000E-39 2.28545000E-39 6.17078000E-21 4.41337000E-06 1.40539000E-07 4.17086000E-23 9.29836000E-19 6.26524000E-07 1.55404000E-06 9.93527000E-01 1.33722000E-25 8.14958000E-21 1.00000000E-40 1.00000000E-40 1.00000000E-40 2.15973000E-37 1.95885000E-26 5.27783000E-19 9.11358000E-22 3.33869000E-32 4.62127000E-33 1.85235000E-22 1.50709000E-09 1.08873000E-13 7.65518000E-11 6.46638000E-03 1.85706000E-34 5.41841000E-32 4.83355000E-11 1.15438000E-40 1.00000000E-40 3.51154000E-33 7.25691000E-32 4.88134000E-16 7.11749000E-12 7.48663000E-17 4.10004000E-17 2.91722000E-15 6.73472000E-08 4.27015000E-18 1.51935000E-27 2.54542000E-27 3.40781000E-09 5.91852000E-36 1.29987000E-25 3.26903000E-29 1.40067000E-32 2.12931000E-38 1.79192000E-40 1.51606000E-31 5.37895000E-33 2.32177000E-16 9.78784000E-36 1.00000000E-40 1.14672000E-34 1.00000000E-40 1.00000000E-40 1.02775000E-11 1.61575000E-34 2.32630000E-28 1.00000000E-40 1.00000000E-40 1.57448000E-34 1.34506000E-35 8.42547000E-31 3.90949000E-38 2.44319000E-28 3.09774000E-18 5.57043000E-23 5.12651000E-35 1.02864000E-33 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.32500000E+01 4.26327000E-02 1.80236000E+18 1.71323758E+02 1.00000000E+05 2.11367000E+01 5.49259000E+03 2.11087000E-40 5.78959000E+00 2.09179000E-20 5.04795000E-17 2.15640000E-40 1.90525000E-06 3.10577000E-39 3.10577000E-39 3.10577000E-39 3.10577000E-39 3.11082000E-39 6.02359000E-21 4.84854000E-06 1.28264000E-07 6.02471000E-23 1.15928000E-18 7.02150000E-07 1.72789000E-06 9.93660000E-01 1.18505000E-25 7.12094000E-21 1.00000000E-40 1.00000000E-40 1.00000000E-40 2.46332000E-37 2.07278000E-26 5.00637000E-19 7.31429000E-22 2.07018000E-32 3.71520000E-33 1.77994000E-22 1.56426000E-09 1.04030000E-13 8.26847000E-11 6.33228000E-03 2.10063000E-34 5.72925000E-32 5.01367000E-11 1.20867000E-40 1.00000000E-40 3.75374000E-33 7.88694000E-32 6.25904000E-16 7.40877000E-12 8.59517000E-17 4.65655000E-17 2.88533000E-15 7.16130000E-08 4.24082000E-18 1.12677000E-27 2.48730000E-27 3.69456000E-09 6.28546000E-36 1.37518000E-25 3.51881000E-29 1.39476000E-32 2.50115000E-38 1.89041000E-40 1.60899000E-31 5.68059000E-33 2.02903000E-16 1.04668000E-35 1.00000000E-40 1.20741000E-34 1.00000000E-40 1.00000000E-40 1.19564000E-11 1.98180000E-34 2.45210000E-28 1.00000000E-40 1.00000000E-40 1.72548000E-34 1.41711000E-35 9.46942000E-31 4.29480000E-38 2.57566000E-28 3.88649000E-18 5.90009000E-23 5.48467000E-35 1.51660000E-33 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.37500000E+01 3.77067000E-02 1.60844000E+18 1.69796696E+02 1.00000000E+05 2.47419000E+01 5.38076000E+03 2.31807000E-40 8.14950000E+00 2.02569000E-20 5.30298000E-17 2.38260000E-40 1.81237000E-06 4.24176000E-39 4.24176000E-39 4.24176000E-39 4.24176000E-39 4.24846000E-39 5.68787000E-21 5.35948000E-06 1.13672000E-07 8.70982000E-23 1.46607000E-18 7.92041000E-07 1.93449000E-06 9.93820000E-01 1.00197000E-25 6.17819000E-21 1.00000000E-40 1.00000000E-40 1.00000000E-40 2.81633000E-37 2.20851000E-26 4.73368000E-19 5.74034000E-22 1.24297000E-32 2.90673000E-33 1.69021000E-22 1.63472000E-09 9.83823000E-14 9.00607000E-11 6.17150000E-03 2.38749000E-34 6.09949000E-32 5.23599000E-11 1.27589000E-40 1.00000000E-40 4.04176000E-33 8.63440000E-32 7.92005000E-16 7.74991000E-12 1.00002000E-16 5.36343000E-17 2.85419000E-15 7.66856000E-08 4.12568000E-18 7.90571000E-28 2.39114000E-27 4.03482000E-09 6.72200000E-36 1.46491000E-25 3.81396000E-29 1.39225000E-32 2.95913000E-38 2.00780000E-40 1.71954000E-31 6.04013000E-33 1.75007000E-16 1.12670000E-35 1.00000000E-40 1.27973000E-34 1.00000000E-40 1.00000000E-40 1.39410000E-11 2.49543000E-34 2.60203000E-28 1.00000000E-40 1.00000000E-40 1.90111000E-34 1.50300000E-35 1.07266000E-30 4.75120000E-38 2.73356000E-28 4.83477000E-18 6.29248000E-23 5.90886000E-35 2.26679000E-33 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.42500000E+01 3.30582000E-02 1.42515000E+18 1.68010292E+02 1.00000000E+05 2.76139000E+01 4.65207000E+03 2.57983000E-40 1.05343000E+01 1.74215000E-20 5.94338000E-17 2.67470000E-40 1.49047000E-06 5.60782000E-39 5.60782000E-39 5.60782000E-39 5.60782000E-39 5.61642000E-39 5.21719000E-21 5.96850000E-06 9.60738000E-08 1.26769000E-22 1.89067000E-18 9.00419000E-07 2.18352000E-06 9.94014000E-01 8.10461000E-26 5.33375000E-21 1.00000000E-40 1.00000000E-40 1.00000000E-40 3.24829000E-37 2.37252000E-26 4.46528000E-19 4.40159000E-22 7.21529000E-33 2.20630000E-33 1.57859000E-22 1.72237000E-09 9.20720000E-14 9.90565000E-11 5.97636000E-03 2.73001000E-34 6.54679000E-32 5.51287000E-11 1.35931000E-40 1.00000000E-40 4.38915000E-33 9.53366000E-32 9.91364000E-16 8.15836000E-12 1.18415000E-16 6.49883000E-17 2.83180000E-15 8.28037000E-08 3.92669000E-18 5.22307000E-28 2.26737000E-27 4.44439000E-09 7.24878000E-36 1.57334000E-25 4.16781000E-29 1.39506000E-32 3.53027000E-38 2.14970000E-40 1.85293000E-31 6.47479000E-33 1.48956000E-16 1.22242000E-35 1.00000000E-40 1.36714000E-34 1.00000000E-40 1.00000000E-40 1.63125000E-11 3.24902000E-34 2.78326000E-28 1.00000000E-40 1.00000000E-40 2.10862000E-34 1.60686000E-35 1.22615000E-30 5.29935000E-38 2.92444000E-28 5.98023000E-18 6.76624000E-23 6.41857000E-35 3.45283000E-33 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.47500000E+01 2.86780000E-02 1.25230000E+18 1.65865846E+02 1.00000000E+05 2.85779000E+01 3.44155000E+03 2.92299000E-40 1.22207000E+01 1.61640000E-20 7.53521000E-17 3.06766000E-40 1.03153000E-06 6.99305000E-39 6.99305000E-39 6.99305000E-39 6.99305000E-39 7.00327000E-39 4.62403000E-21 6.70751000E-06 7.44865000E-08 1.86844000E-22 2.49382000E-18 1.03332000E-06 2.48884000E-06 9.94254000E-01 6.20683000E-26 4.59525000E-21 1.00000000E-40 1.00000000E-40 1.00000000E-40 3.78015000E-37 2.57405000E-26 4.18608000E-19 3.27725000E-22 4.00858000E-33 1.60774000E-33 1.43861000E-22 1.83276000E-09 8.52623000E-14 1.10211000E-10 5.73593000E-03 3.14583000E-34 7.09638000E-32 5.86202000E-11 1.46369000E-40 1.00000000E-40 4.81529000E-33 1.06338000E-31 1.22982000E-15 8.65897000E-12 1.43463000E-16 8.73896000E-17 2.81432000E-15 9.03091000E-08 3.61604000E-18 3.18303000E-28 2.12762000E-27 4.94590000E-09 7.89530000E-36 1.70660000E-25 4.59941000E-29 1.40590000E-32 4.25330000E-38 2.32413000E-40 2.01664000E-31 7.00916000E-33 1.24034000E-16 1.33899000E-35 1.00000000E-40 1.47458000E-34 1.00000000E-40 1.00000000E-40 1.91865000E-11 4.41569000E-34 3.00604000E-28 1.00000000E-40 1.00000000E-40 2.35834000E-34 1.73457000E-35 1.41665000E-30 5.96872000E-38 3.15911000E-28 7.38013000E-18 7.34798000E-23 7.04172000E-35 5.38826000E-33 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.52500000E+01 2.45581000E-02 1.09018000E+18 1.63159487E+02 1.00000000E+05 2.67652000E+01 2.12824000E+03 3.38752000E-40 1.26728000E+01 2.16292000E-20 1.14048000E-16 3.61518000E-40 5.89089000E-07 8.00637000E-39 8.00637000E-39 8.00637000E-39 8.00637000E-39 8.01733000E-39 3.94708000E-21 7.62318000E-06 5.08288000E-08 2.80500000E-22 3.36727000E-18 1.19958000E-06 2.87075000E-06 9.94554000E-01 4.44189000E-26 3.96673000E-21 1.00000000E-40 1.00000000E-40 1.00000000E-40 4.43005000E-37 2.82668000E-26 3.85945000E-19 2.34520000E-22 2.09143000E-33 1.10467000E-33 1.26078000E-22 1.97408000E-09 7.83506000E-14 1.24311000E-10 5.43417000E-03 3.66081000E-34 7.78523000E-32 6.30939000E-11 1.59609000E-40 1.00000000E-40 5.34854000E-33 1.20067000E-31 1.51399000E-15 9.28811000E-12 1.79311000E-16 1.33965000E-16 2.79109000E-15 9.97019000E-08 3.14329000E-18 1.72743000E-28 1.98796000E-27 5.57245000E-09 8.70477000E-36 1.87365000E-25 5.13670000E-29 1.42867000E-32 5.18518000E-38 2.54285000E-40 2.22160000E-31 7.67929000E-33 9.90340000E-17 1.48398000E-35 1.00000000E-40 1.60932000E-34 1.00000000E-40 1.00000000E-40 2.27324000E-11 6.34954000E-34 3.28541000E-28 1.00000000E-40 1.00000000E-40 2.66542000E-34 1.89476000E-35 1.65769000E-30 6.80242000E-38 3.45341000E-28 9.12517000E-18 8.07669000E-23 7.81916000E-35 8.67031000E-33 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.57500000E+01 2.06919000E-02 9.34589000E+17 1.60359949E+02 1.00000000E+05 2.18595000E+01 1.05138000E+03 4.05336000E-40 1.26402000E+01 3.36172000E-20 2.04069000E-16 4.41160000E-40 2.68593000E-07 8.22433000E-39 8.22433000E-39 8.22433000E-39 8.22433000E-39 8.23478000E-39 3.81504000E-21 8.78896000E-06 3.29058000E-08 4.38758000E-22 4.85104000E-18 1.41310000E-06 3.36111000E-06 9.94940000E-01 3.54282000E-26 3.44919000E-21 1.00000000E-40 1.00000000E-40 1.00000000E-40 5.44372000E-37 3.15171000E-26 3.59703000E-19 1.67679000E-22 1.07863000E-33 7.53074000E-34 1.03020000E-22 2.15913000E-09 7.24423000E-14 1.42594000E-10 5.04588000E-03 4.31563000E-34 8.67140000E-32 6.89568000E-11 1.76769000E-40 1.00000000E-40 6.03352000E-33 1.37653000E-31 1.85897000E-15 1.01026000E-11 2.35154000E-16 2.31232000E-16 2.83996000E-15 1.11768000E-07 2.71604000E-18 8.91674000E-29 1.87990000E-27 6.37606000E-09 9.74503000E-36 2.08857000E-25 5.82353000E-29 1.46928000E-32 6.41546000E-38 2.82432000E-40 2.48499000E-31 8.54179000E-33 7.94430000E-17 1.66923000E-35 1.00000000E-40 1.78271000E-34 1.00000000E-40 1.00000000E-40 2.72175000E-11 9.83373000E-34 3.64498000E-28 1.00000000E-40 1.00000000E-40 3.05369000E-34 2.10097000E-35 1.97058000E-30 7.86807000E-38 3.83220000E-28 1.13036000E-17 9.01364000E-23 8.81508000E-35 1.46981000E-32 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.62500000E+01 1.70707000E-02 7.83005000E+17 1.57907994E+02 1.00000000E+05 1.52080000E+01 4.02509000E+02 5.00074000E-40 1.76408000E+01 4.06189000E-20 3.96021000E-16 5.52706000E-40 9.76302000E-08 7.50201000E-39 7.50201000E-39 7.50201000E-39 7.50201000E-39 7.51083000E-39 4.86423000E-21 1.03304000E-05 2.22145000E-08 7.39911000E-22 7.85530000E-18 1.69758000E-06 4.01440000E-06 9.95456000E-01 3.71812000E-26 3.04169000E-21 1.00000000E-40 1.00000000E-40 1.00000000E-40 7.19588000E-37 3.58549000E-26 3.49761000E-19 1.25679000E-22 5.84774000E-34 5.40582000E-34 7.21477000E-23 2.40977000E-09 6.86797000E-14 1.67168000E-10 4.52799000E-03 5.17998000E-34 9.85398000E-32 7.69026000E-11 1.99775000E-40 1.00000000E-40 6.94637000E-33 1.61024000E-31 2.28949000E-15 1.11990000E-11 3.27001000E-16 4.26790000E-16 3.01892000E-15 1.27850000E-07 2.47059000E-18 4.86354000E-29 1.83699000E-27 7.44560000E-09 1.11320000E-35 2.37541000E-25 6.73490000E-29 1.53734000E-32 8.09676000E-38 3.20006000E-40 2.83617000E-31 9.69329000E-33 6.75324000E-17 1.91500000E-35 1.00000000E-40 2.01419000E-34 1.00000000E-40 1.00000000E-40 3.31019000E-11 1.64420000E-33 4.12502000E-28 1.00000000E-40 1.00000000E-40 3.56397000E-34 2.37635000E-35 2.39163000E-30 9.28113000E-38 4.33794000E-28 1.40261000E-17 1.02634000E-22 1.01392000E-34 2.66589000E-32 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.67500000E+01 1.38173000E-02 6.41257000E+17 1.56065793E+02 1.00000000E+05 8.46946000E+00 1.10753000E+02 6.09688000E-40 3.71517000E+01 2.74231000E-20 7.44502000E-16 6.76189000E-40 2.91500000E-08 5.90569000E-39 5.90569000E-39 5.90569000E-39 5.90569000E-39 5.91162000E-39 7.95327000E-21 1.23573000E-05 1.68691000E-08 1.27054000E-21 1.35532000E-17 2.07632000E-06 4.88288000E-06 9.95804000E-01 5.03994000E-26 2.71867000E-21 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.02465000E-36 4.15406000E-26 3.60773000E-19 1.01797000E-22 3.48774000E-34 4.24695000E-34 4.24241000E-23 2.73918000E-09 6.74343000E-14 1.99941000E-10 4.17609000E-03 6.32021000E-34 1.14032000E-31 8.73469000E-11 2.29932000E-40 1.00000000E-40 8.14710000E-33 1.91845000E-31 2.82819000E-15 1.26292000E-11 4.64949000E-16 7.77062000E-16 3.34832000E-15 1.48950000E-07 2.44929000E-18 3.08235000E-29 1.86215000E-27 8.85756000E-09 1.29515000E-35 2.75136000E-25 7.93085000E-29 1.63382000E-32 1.04076000E-37 3.69176000E-40 3.29669000E-31 1.12014000E-32 6.26597000E-17 2.23658000E-35 1.00000000E-40 2.31673000E-34 1.00000000E-40 1.00000000E-40 4.08354000E-11 2.79075000E-33 4.75291000E-28 1.00000000E-40 1.00000000E-40 4.22987000E-34 2.73651000E-35 2.95865000E-30 1.11443000E-37 4.99952000E-28 1.73632000E-17 1.19013000E-22 1.18767000E-34 4.98716000E-32 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.72500000E+01 1.16399000E-02 5.44645000E+17 1.54794286E+02 1.00000000E+05 3.56537000E+00 2.08621000E+01 6.95778000E-40 3.63425000E+01 1.04769000E-20 1.26756000E-15 7.69992000E-40 9.56859000E-09 3.99769000E-39 3.99769000E-39 3.99769000E-39 3.99769000E-39 4.00086000E-39 1.27231000E-20 1.41863000E-05 1.39046000E-08 1.94212000E-21 2.09802000E-17 2.43846000E-06 5.70411000E-06 9.96044000E-01 6.94009000E-26 2.32345000E-21 1.00000000E-40 1.00000000E-40 1.12340000E-40 1.38060000E-36 4.62136000E-26 3.72146000E-19 8.45726000E-23 2.28078000E-34 3.46317000E-34 2.60875000E-23 2.98979000E-09 6.50449000E-14 2.30067000E-10 3.93375000E-03 7.39302000E-34 1.26700000E-31 9.52618000E-11 2.54094000E-40 1.00000000E-40 9.17866000E-33 2.19507000E-31 3.31653000E-15 1.36610000E-11 6.16941000E-16 1.24764000E-15 3.62965000E-15 1.66650000E-07 2.49608000E-18 2.21373000E-29 1.84404000E-27 1.01226000E-08 1.44705000E-35 3.06001000E-25 8.96644000E-29 1.66291000E-32 1.28515000E-37 4.08860000E-40 3.67973000E-31 1.24278000E-32 5.95740000E-17 2.50741000E-35 1.00000000E-40 2.55762000E-34 1.00000000E-40 1.00000000E-40 4.82010000E-11 4.24067000E-33 5.25690000E-28 1.00000000E-40 1.00000000E-40 4.81390000E-34 3.02494000E-35 3.51847000E-30 1.28429000E-37 5.53122000E-28 2.02959000E-17 1.32515000E-22 1.33587000E-34 8.30931000E-32 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.77500000E+01 1.01548000E-02 4.78228000E+17 1.53798942E+02 1.00000000E+05 1.18804000E+00 2.98306000E+00 7.59568000E-40 2.56543000E+01 3.76172000E-21 1.97644000E-15 8.36960000E-40 5.58473000E-09 2.57793000E-39 2.57793000E-39 2.57793000E-39 2.57793000E-39 2.57945000E-39 1.87726000E-20 1.57117000E-05 1.20560000E-08 2.68311000E-21 2.93575000E-17 2.76436000E-06 6.43347000E-06 9.96218000E-01 9.05414000E-26 1.90892000E-21 1.00000000E-40 1.00000000E-40 1.51695000E-40 1.74876000E-36 4.96211000E-26 3.79002000E-19 7.11190000E-23 1.58580000E-34 2.86929000E-34 1.73987000E-23 3.14949000E-09 6.19615000E-14 2.56018000E-10 3.75694000E-03 8.33519000E-34 1.35859000E-31 1.00268000E-10 2.70976000E-40 1.00000000E-40 9.98463000E-33 2.42451000E-31 3.72039000E-15 1.42472000E-11 7.65569000E-16 1.75847000E-15 3.82504000E-15 1.79979000E-07 2.54048000E-18 1.71927000E-29 1.78410000E-27 1.11710000E-08 1.56060000E-35 3.28468000E-25 9.78292000E-29 1.62923000E-32 1.53258000E-37 4.36915000E-40 3.96441000E-31 1.33063000E-32 5.65004000E-17 2.71221000E-35 1.00000000E-40 2.72391000E-34 1.00000000E-40 1.00000000E-40 5.47397000E-11 5.81266000E-33 5.60983000E-28 1.00000000E-40 1.00000000E-40 5.28083000E-34 3.22611000E-35 4.04365000E-30 1.42773000E-37 5.90436000E-28 2.26551000E-17 1.42405000E-22 1.45028000E-34 1.24379000E-31 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.82500000E+01 9.11307000E-03 4.31308000E+17 1.53035548E+02 1.00000000E+05 3.11432000E-01 3.62194000E-01 8.05190000E-40 1.64116000E+01 1.51732000E-21 2.84405000E-15 8.82055000E-40 5.03623000E-09 1.73337000E-39 1.73337000E-39 1.73337000E-39 1.73337000E-39 1.73398000E-39 2.55412000E-20 1.69036000E-05 1.08172000E-08 3.41980000E-21 3.79443000E-17 3.04605000E-06 7.05415000E-06 9.96349000E-01 1.11500000E-25 1.51835000E-21 1.00000000E-40 1.00000000E-40 1.89076000E-40 2.09651000E-36 5.17753000E-26 3.82576000E-19 6.06310000E-23 1.16270000E-34 2.41761000E-34 1.26087000E-23 3.22381000E-09 5.86056000E-14 2.77416000E-10 3.62418000E-03 9.12079000E-34 1.41553000E-31 1.02546000E-10 2.80771000E-40 1.00000000E-40 1.05593000E-32 2.60281000E-31 4.02925000E-15 1.44238000E-11 9.00083000E-16 2.26856000E-15 3.93766000E-15 1.88912000E-07 2.58860000E-18 1.40865000E-29 1.69125000E-27 1.19866000E-08 1.63573000E-35 3.42625000E-25 1.03712000E-28 1.54704000E-32 1.77723000E-37 4.53577000E-40 4.15075000E-31 1.38427000E-32 5.34949000E-17 2.85000000E-35 1.00000000E-40 2.81766000E-34 1.00000000E-40 1.00000000E-40 6.02375000E-11 7.34109000E-33 5.81523000E-28 1.00000000E-40 1.00000000E-40 5.62235000E-34 3.34221000E-35 4.52223000E-30 1.54143000E-37 6.12255000E-28 2.43844000E-17 1.48710000E-22 1.53012000E-34 1.71059000E-31 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
2.87500000E+01 8.30273000E-03 3.94700000E+17 1.52360010E+02 1.00000000E+05 6.91666000E-02 7.74390000E-02 8.41410000E-40 9.95739000E+00 7.16630000E-22 3.79648000E-15 9.12710000E-40 5.34246000E-09 1.30679000E-39 1.30679000E-39 1.30679000E-39 1.30679000E-39 1.30699000E-39 3.31137000E-20 1.79014000E-05 9.87890000E-09 4.16606000E-21 4.69862000E-17 3.30599000E-06 7.61975000E-06 9.96456000E-01 1.32311000E-25 1.18492000E-21 1.00000000E-40 1.00000000E-40 2.25584000E-40 2.43662000E-36 5.31952000E-26 3.84081000E-19 5.23891000E-23 8.83057000E-35 2.06372000E-34 9.60794000E-24 3.24902000E-09 5.55903000E-14 2.96596000E-10 3.51446000E-03 9.81635000E-34 1.45210000E-31 1.03258000E-10 2.86401000E-40 1.00000000E-40 1.10010000E-32 2.75187000E-31 4.27213000E-15 1.43636000E-11 1.02571000E-15 2.76125000E-15 3.99590000E-15 1.95276000E-07 2.62784000E-18 1.18402000E-29 1.58658000E-27 1.26723000E-08 1.68841000E-35 3.51910000E-25 1.08251000E-28 1.44264000E-32 2.03065000E-37 4.63508000E-40 4.27951000E-31 1.41777000E-32 5.04637000E-17 2.94794000E-35 1.00000000E-40 2.86840000E-34 1.00000000E-40 1.00000000E-40 6.51008000E-11 8.83388000E-33 5.93334000E-28 1.00000000E-40 1.00000000E-40 5.88679000E-34 3.40799000E-35 4.98700000E-30 1.63751000E-37 6.24912000E-28 2.57100000E-17 1.52910000E-22 1.58974000E-34 2.24109000E-31 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05 1.00000000E-05
